Rank,Week,SourceSubnet,Connections,Outbound,Inbound,TotalBytes,SourceIPs,TargetIPs,SourcePorts,TargetPorts,Difference,Color
122,Sept 2020,63,1567,92413529,5498594162,5591007691,6,133,1527,2,5406180633,1
123,Sept 2020,144,739,72569310,5485074613,5557643923,5,65,727,2,5412505303,1
124,Sept 2020,110,736,54824260,4519311605,4574135865,3,70,724,2,4464487345,1
125,Sept 2020,190,2542,39253776,4197904333,4237158109,25,101,2316,15,4158650557,1
126,Sept 2020,175,1306,61705441,3681894876,3743600317,2,208,1266,3,3620189435,1
127,Sept 2020,173,3432,470092772,2195571163,2665663935,2,422,3188,2,1725478391,1
128,Sept 2020,75,2641,61462670,2464218343,2525681013,1,40,2487,2,2402755673,1
129,Sept 2020,174,576,240345675,2205729624,2446075299,3,129,572,3,1965383949,1
130,Sept 2020,214,77,20825606,2158973312,2179798918,2,13,67,2,2138147706,1
131,Sept 2020,21,422,158019409,1942476851,2100496260,6,151,415,18,1784457442,1
132,Sept 2020,208,4081,628820530,1205860403,1834680933,36,103,3790,3,577039873,1
133,Sept 2020,3,1130,12157734,1014557593,1026715327,8,15,1098,4,1002399859,1
134,Sept 2020,96,39,732605904,274407018,1007012922,3,29,4,39,458198886,2
135,Sept 2020,50,290,6570876,963291649,969862525,3,9,290,2,956720773,1
136,Sept 2020,23,174,15907921,766669961,782577882,1,7,174,1,750762040,1
137,Sept 2020,55,131,17078404,710942270,728020674,3,55,131,2,693863866,1
138,Sept 2020,153,191,43703766,682787583,726491349,1,74,191,3,639083817,1
139,Sept 2020,135,478,30611852,452768774,483380626,1,231,450,2,422156922,1
140,Sept 2020,10,21,1882986,437110282,438993268,1,1,21,1,435227296,1
141,Sept 2020,192,209,10225939,397259358,407485297,4,16,209,2,387033419,1
142,Sept 2020,11,109,7422709,349894003,357316712,2,30,109,2,342471294,1
143,Sept 2020,28,14,4087921,263210203,267298124,1,3,14,2,259122282,1
144,Sept 2020,111,172,28924537,32004762,60929299,1,2,5,2,3080225,1
145,Sept 2020,43,1,28011351,9194124,37205475,1,1,1,1,18817227,2
146,Sept 2020,126,3,135785,30786707,30922492,1,2,3,2,30650922,1
147,Sept 2020,114,11,954398,29508149,30462547,1,5,11,2,28553751,1
148,Sept 2020,102,84,5232726,24085599,29318325,1,2,84,1,18852873,1
149,Sept 2020,177,166,2350055,24868684,27218739,1,1,166,1,22518629,1
150,Sept 2020,19,121,370598,21100526,21471124,1,1,119,1,20729928,1
151,Sept 2020,13,9,2117868,691823,2809691,1,5,9,1,1426045,2
152,Sept 2020,163,2,88786,1871240,1960026,1,1,2,1,1782454,1
153,Sept 2020,86,8,40183,995902,1036085,1,1,8,1,955719,1
154,Sept 2020,222,2,3932,208740,212672,1,1,2,1,204808,1
155,Sept 2020,33,1,1,1,1,1,1,1,1
156,Sept 2020,199,1,1,1,1,1,1,1,1
157,Sept 2020,220,1,1,1,1,1,1,1,1
158,Sept 2020,72,1,1,1,1,1,1,1,1
159,Sept 2020,68,1,1,1,1,1,1,1,1
160,Sept 2020,26,1,1,1,1,1,1,1,1
161,Sept 2020,202,1,1,1,1,1,1,1,1
162,Sept 2020,53,1,1,1,1,1,1,1,1
163,Sept 2020,38,1,1,1,1,1,1,1,1
164,Sept 2020,40,1,1,1,1,1,1,1,1
165,Sept 2020,157,1,1,1,1,1,1,1,1
166,Sept 2020,0,1,1,1,1,1,1,1,1
167,Sept 2020,139,1,1,1,1,1,1,1,1
168,Sept 2020,230,1,1,1,1,1,1,1,1
169,Sept 2020,204,1,1,1,1,1,1,1,1
170,Sept 2020,109,1,1,1,1,1,1,1,1
171,Sept 2020,22,1,1,1,1,1,1,1,1
172,Sept 2020,245,1,1,1,1,1,1,1,1
173,Sept 2020,212,1,1,1,1,1,1,1,1
174,Sept 2020,37,1,1,1,1,1,1,1,1
175,Sept 2020,121,1,1,1,1,1,1,1,1
176,Sept 2020,172,1,1,1,1,1,1,1,1
177,Sept 2020,42,1,1,1,1,1,1,1,1
178,Sept 2020,193,1,1,1,1,1,1,1,1
179,Sept 2020,187,1,1,1,1,1,1,1,1
180,Sept 2020,60,1,1,1,1,1,1,1,1
181,Sept 2020,97,1,1,1,1,1,1,1,1
182,Sept 2020,34,1,1,1,1,1,1,1,1
183,Sept 2020,189,1,1,1,1,1,1,1,1
184,Sept 2020,45,1,1,1,1,1,1,1,1
185,Sept 2020,88,1,1,1,1,1,1,1,1
186,Sept 2020,252,1,1,1,1,1,1,1,1
187,Sept 2020,233,1,1,1,1,1,1,1,1
188,Sept 2020,140,1,1,1,1,1,1,1,1
189,Sept 2020,227,1,1,1,1,1,1,1,1
190,Sept 2020,211,1,1,1,1,1,1,1,1
191,Sept 2020,25,1,1,1,1,1,1,1,1
192,Sept 2020,47,1,1,1,1,1,1,1,1
193,Sept 2020,249,1,1,1,1,1,1,1,1
194,Sept 2020,201,1,1,1,1,1,1,1,1
195,Sept 2020,67,1,1,1,1,1,1,1,1
196,Sept 2020,147,1,1,1,1,1,1,1,1
197,Sept 2020,251,1,1,1,1,1,1,1,1
198,Sept 2020,106,1,1,1,1,1,1,1,1
199,Sept 2020,18,1,1,1,1,1,1,1,1
200,Sept 2020,108,1,1,1,1,1,1,1,1
201,Sept 2020,105,1,1,1,1,1,1,1,1
202,Sept 2020,254,1,1,1,1,1,1,1,1
203,Sept 2020,243,1,1,1,1,1,1,1,1
204,Sept 2020,223,1,1,1,1,1,1,1,1
205,Sept 2020,216,1,1,1,1,1,1,1,1
206,Sept 2020,12,1,1,1,1,1,1,1,1
207,Sept 2020,62,1,1,1,1,1,1,1,1
208,Sept 2020,24,1,1,1,1,1,1,1,1
209,Sept 2020,194,1,1,1,1,1,1,1,1
210,Sept 2020,32,1,1,1,1,1,1,1,1
211,Sept 2020,1,1,1,1,1,1,1,1,1
212,Sept 2020,158,1,1,1,1,1,1,1,1
213,Sept 2020,27,1,1,1,1,1,1,1,1
214,Sept 2020,17,1,1,1,1,1,1,1,1
215,Sept 2020,188,1,1,1,1,1,1,1,1
216,Sept 2020,36,1,1,1,1,1,1,1,1
217,Sept 2020,93,1,1,1,1,1,1,1,1
218,Sept 2020,232,1,1,1,1,1,1,1,1
219,Sept 2020,113,1,1,1,1,1,1,1,1
220,Sept 2020,116,1,1,1,1,1,1,1,1
221,Sept 2020,71,1,1,1,1,1,1,1,1
222,Sept 2020,39,1,1,1,1,1,1,1,1
223,Sept 2020,218,1,1,1,1,1,1,1,1
224,Sept 2020,162,1,1,1,1,1,1,1,1
225,Sept 2020,95,1,1,1,1,1,1,1,1
226,Sept 2020,31,1,1,1,1,1,1,1,1
227,Sept 2020,107,1,1,1,1,1,1,1,1
228,Sept 2020,219,1,1,1,1,1,1,1,1
229,Sept 2020,41,1,1,1,1,1,1,1,1
230,Sept 2020,238,1,1,1,1,1,1,1,1
231,Sept 2020,69,1,1,1,1,1,1,1,1
232,Sept 2020,8,1,1,1,1,1,1,1,1
233,Sept 2020,20,1,1,1,1,1,1,1,1
234,Sept 2020,247,1,1,1,1,1,1,1,1
235,Sept 2020,66,1,1,1,1,1,1,1,1
236,Sept 2020,217,1,1,1,1,1,1,1,1
237,Sept 2020,231,1,1,1,1,1,1,1,1
238,Sept 2020,15,1,1,1,1,1,1,1,1
239,Sept 2020,237,1,1,1,1,1,1,1,1
240,Sept 2020,244,1,1,1,1,1,1,1,1
241,Sept 2020,87,1,1,1,1,1,1,1,1
242,Sept 2020,64,1,1,1,1,1,1,1,1
243,Sept 2020,186,1,1,1,1,1,1,1,1
244,Sept 2020,76,1,1,1,1,1,1,1,1
245,Sept 2020,152,1,1,1,1,1,1,1,1
246,Sept 2020,182,1,1,1,1,1,1,1,1
247,Sept 2020,30,1,1,1,1,1,1,1,1
248,Sept 2020,185,1,1,1,1,1,1,1,1
249,Sept 2020,136,1,1,1,1,1,1,1,1
250,Sept 2020,240,1,1,1,1,1,1,1,1
251,Sept 2020,148,1,1,1,1,1,1,1,1
252,Sept 2020,255,1,1,1,1,1,1,1,1
253,Sept 2020,78,1,1,1,1,1,1,1,1
254,Sept 2020,253,1,1,1,1,1,1,1,1
255,Sept 2020,137,1,1,1,1,1,1,1,1
256,Sept 2020,205,1,1,1,1,1,1,1,1
257,Sept 2020,61,1,1,1,1,1,1,1,1
1,Sept 2021,213,27789173,19149876220244,141311522267524,160461398487768,253,238368,53110,38111,122161646047280,1
2,Sept 2021,160,4637679,2413263386782,11649185565815,14062448952597,90,52712,58291,3996,9235922179033,1
3,Sept 2021,256,1903722,822353626380,9590274784788,10412628411168,11,47125,37845,3726,8767921158408,1
4,Sept 2021,28,55578,6699864031102,62833933147,6762697964249,73,141,14825,2224,6637030097955,2
5,Sept 2021,117,402953,403766810146,3210372489073,3614139299219,19,18880,36457,873,2806605678927,1
6,Sept 2021,49,977818,472931992157,2482753720000,2955685712157,14,12849,33748,1044,2009821727843,1
7,Sept 2021,2,1586,9162568063,1341272907259,1350435475322,15,90,1511,26,1332110339196,1
8,Sept 2021,124,211574,147530972391,1151419476460,1298950448851,159,9089,37018,1402,1003888504069,1
9,Sept 2021,132,131750,75361088664,1162148893632,1237509982296,156,8592,24203,410,1086787804968,1
10,Sept 2021,123,152797,93434580374,1038894920288,1132329500662,141,7520,22447,289,945460339914,1
11,Sept 2021,210,1334,705583781086,245147040455,950730821541,2,929,1,1286,460436740631,2
12,Sept 2021,133,108637,88523468303,827453501750,915976970053,119,8545,23511,1102,738930033447,1
13,Sept 2021,112,127181,82635662562,786062289224,868697951786,130,7357,33933,274,703426626662,1
14,Sept 2021,228,104644,58648460772,804355824794,863004285566,122,7497,22557,332,745707364022,1
15,Sept 2021,171,113739,80420870781,764983715830,845404586611,146,7549,23907,342,684562845049,1
16,Sept 2021,131,110875,80676942133,735310677469,815987619602,136,8184,22616,391,654633735336,1
17,Sept 2021,134,98825,65359729852,735573807174,800933537026,144,6939,22757,415,670214077322,1
18,Sept 2021,98,105912,68174884533,714854548980,783029433513,136,7183,23470,238,646679664447,1
19,Sept 2021,161,110877,83789695988,690470789447,774260485435,157,7702,23112,195,606681093459,1
20,Sept 2021,128,115894,80537042884,656158260634,736695303518,106,8111,27407,661,575621217750,1
21,Sept 2021,127,114560,70896204012,652176535540,723072739552,163,7774,23119,321,581280331528,1
22,Sept 2021,195,98982,75736480448,642768318201,718504798649,200,6821,23336,210,567031837753,1
23,Sept 2021,70,112947,47754456115,661079281810,708833737925,110,7196,23804,219,613324825695,1
24,Sept 2021,229,96364,76305710812,626404615798,702710326610,126,6946,22305,420,550098904986,1
25,Sept 2021,46,44490,69529988767,596515499944,666045488711,44,3902,17057,168,526985511177,1
26,Sept 2021,73,161917,59071593361,466870024997,525941618358,95,6090,19271,80,407798431636,1
27,Sept 2021,197,43131,70234816482,286714944457,356949760939,120,4091,18327,140,216480127975,1
28,Sept 2021,79,25303,184849956064,155523598206,340373554270,14,125,12123,341,29326357858,2
29,Sept 2021,48,47035,39210291119,299521743669,338732034788,8,1854,17976,100,260311452550,1
30,Sept 2021,16,55798,57656563647,246851216280,304507779927,8,3582,21780,26,189194652633,1
31,Sept 2021,81,599409,91423477848,190652956715,282076434563,12,2786,22625,76,99229478867,1
32,Sept 2021,119,19475,32756977162,201255828221,234012805383,32,1627,11783,53,168498851059,1
33,Sept 2021,235,508684,4425327285,213046376016,217471703301,2,527,28230,2,208621048731,1
34,Sept 2021,143,13567,7712936625,201105031311,208817967936,6,2054,10890,40,193392094686,1
35,Sept 2021,65,12520,130527189981,49158110992,179685300973,11,1134,8715,18,81369078989,2
36,Sept 2021,184,40963,22688160176,143303216149,165991376325,12,3752,18908,2715,120615055973,1
37,Sept 2021,74,41883,23221721015,121525507547,144747228562,67,3088,15519,53,98303786532,1
38,Sept 2021,169,16302,36493015065,105601273688,142094288753,10,1908,10514,8,69108258623,1
39,Sept 2021,90,36568,10234795123,126796170844,137030965967,79,2912,19801,17,116561375721,1
40,Sept 2021,7,29792,17314408026,119211396738,136525804764,13,2531,19529,17,101896988712,1
41,Sept 2021,198,33590,8492334733,124329618335,132821953068,1,3332,14456,16,115837283602,1
42,Sept 2021,165,29531,30384244492,95309949692,125694194184,23,2721,18852,29,64925705200,1
43,Sept 2021,154,20589,20826698046,104460602743,125287300789,23,2024,14881,12,83633904697,1
44,Sept 2021,51,24592,33897738813,86046485660,119944224473,37,1776,13193,623,52148746847,1
45,Sept 2021,91,19422,4658258136,107098997318,111757255454,45,2292,11757,393,102440739182,1
46,Sept 2021,129,25074,22721208709,83374468996,106095677705,42,1616,14027,11,60653260287,1
47,Sept 2021,85,29997,22200357419,79259592610,101459950029,94,2873,14153,27,57059235191,1
48,Sept 2021,236,28642,34579784891,62658099033,97237883924,1,2889,15978,28,28078314142,1
49,Sept 2021,118,29552,15340233974,75352255840,90692489814,42,2663,18227,26,60012021866,1
50,Sept 2021,149,25179,3962512097,82188777646,86151289743,167,2570,12685,28,78226265549,1
51,Sept 2021,141,17174,6133525781,70404207032,76537732813,20,1368,11661,14,64270681251,1
52,Sept 2021,181,43581,9515727656,65990027100,75505754756,77,2789,17445,33,56474299444,1
53,Sept 2021,246,25492,3824543294,70086572428,73911115722,76,882,10837,4,66262029134,1
54,Sept 2021,191,5835,2187664137,71694796637,73882460774,7,629,5112,4,69507132500,1
55,Sept 2021,130,28812,10209283200,61824179198,72033462398,48,1974,13652,14,51614895998,1
56,Sept 2021,221,21374,10761247078,58872725625,69633972703,32,2093,12259,65,48111478547,1
57,Sept 2021,44,11690,3017020648,65144113565,68161134213,1,627,8261,188,62127092917,1
58,Sept 2021,168,17450,30404633666,37631223398,68035857064,31,1868,10158,1471,7226589732,1
59,Sept 2021,89,26129,12177555386,54122757609,66300312995,47,2123,13232,16,41945202223,1
60,Sept 2021,234,15588,18772674986,43798047092,62570722078,20,1092,10718,10,25025372106,1
61,Sept 2021,83,17999,11225954775,45164751082,56390705857,20,2742,12571,97,33938796307,1
62,Sept 2021,104,20672,9524448386,44072098001,53596546387,17,1521,11759,17,34547649615,1
63,Sept 2021,47,4716,2397486152,50651618595,53049104747,1,719,4024,115,48254132443,1
64,Sept 2021,204,4369,4283238943,44312546167,48595785110,1,834,3809,89,40029307224,1
65,Sept 2021,125,11822,5733272737,42588091172,48321363909,12,1788,8941,13,36854818435,1
66,Sept 2021,215,21393,13468662640,33769804227,47238466867,30,1282,15425,129,20301141587,1
67,Sept 2021,156,15910,24753510253,20969928058,45723438311,22,927,10204,6,3783582195,2
68,Sept 2021,120,10337,3337086720,42116756574,45453843294,7,863,7630,24,38779669854,1
69,Sept 2021,82,13468,6423284822,36916276079,43339560901,26,1728,9598,43,30492991257,1
70,Sept 2021,54,10578,1428977358,41751281707,43180259065,106,578,7933,4,40322304349,1
71,Sept 2021,170,17311,3110062839,38121087761,41231150600,31,1882,11115,43,35011024922,1
72,Sept 2021,206,13596,2474845409,35026009289,37500854698,43,1005,9070,4,32551163880,1
73,Sept 2021,101,12648,3693125124,33526236644,37219361768,18,1316,9281,93,29833111520,1
74,Sept 2021,146,22241,3904818007,31058987183,34963805190,25,1481,12248,6,27154169176,1
75,Sept 2021,225,10690,7719012338,27093041415,34812053753,25,1518,8928,15,19374029077,1
76,Sept 2021,56,21718,5247105885,29181237438,34428343323,28,1163,13439,7,23934131553,1
77,Sept 2021,150,13805,5143544174,28562396838,33705941012,20,1107,9226,4,23418852664,1
78,Sept 2021,99,8878,1504910190,27413080663,28917990853,10,1081,6845,7,25908170473,1
79,Sept 2021,52,3190,730156203,27869079444,28599235647,33,515,2971,174,27138923241,1
80,Sept 2021,103,7127,2623001225,24253230298,26876231523,2,863,5712,6,21630229073,1
81,Sept 2021,180,9100,2841834591,23290375021,26132209612,20,724,6860,7,20448540430,1
82,Sept 2021,57,6812,11499862137,14535379025,26035241162,21,601,5749,10,3035516888,1
83,Sept 2021,58,5889,3397353539,20933708102,24331061641,4,1057,4927,11,17536354563,1
84,Sept 2021,196,3297,679562672,23196206915,23875769587,4,183,2773,2,22516644243,1
85,Sept 2021,179,3465,18638363866,3684690885,22323054751,6,699,1719,1377,14953672981,2
86,Sept 2021,6,7411,1871962035,20167626440,22039588475,16,1112,6171,8,18295664405,1
87,Sept 2021,167,11498,1421579234,19593336490,21014915724,13,888,8284,3,18171757256,1
88,Sept 2021,178,8324,1233786859,18531874453,19765661312,14,791,6531,4,17298087594,1
89,Sept 2021,9,4561,731885811,18621801209,19353687020,13,261,4014,2,17889915398,1
90,Sept 2021,239,4014,557356516,18070625089,18627981605,25,280,3162,2,17513268573,1
91,Sept 2021,77,4633,1160438252,17006971795,18167410047,4,700,2754,15,15846533543,1
92,Sept 2021,122,3744,1210761392,16915931661,18126693053,16,445,3480,62,15705170269,1
93,Sept 2021,138,3178,509667767,16834863610,17344531377,3,104,2596,2,16325195843,1
94,Sept 2021,250,12933,1521614954,15719979344,17241594298,5,1413,9921,24,14198364390,1
95,Sept 2021,84,3065,696353647,14372400814,15068754461,2,535,2805,4,13676047167,1
96,Sept 2021,96,154,11256367735,2270478001,13526845736,6,89,4,151,8985889734,2
97,Sept 2021,224,3668,400770239,12713909279,13114679518,7,858,3433,4,12313139040,1
98,Sept 2021,226,2325,746659333,12155489129,12902148462,4,163,2153,2,11408829796,1
99,Sept 2021,4,7263,6005873450,6299647861,12305521311,9,577,6055,46,293774411,1
100,Sept 2021,145,1896,529885560,11258301426,11788186986,5,107,1679,2,10728415866,1
101,Sept 2021,159,4821,2355546237,9171490461,11527036698,8,588,4210,4,6815944224,1
102,Sept 2021,166,3088,2110306914,8509572796,10619879710,6,552,2855,5,6399265882,1
103,Sept 2021,5,4180,227704903,9110903542,9338608445,10,182,3801,10,8883198639,1
104,Sept 2021,53,27784,928917442,8269886209,9198803651,2,254,17688,8,7340968767,1
105,Sept 2021,155,5477,5367583148,3456612301,8824195449,13,638,1239,3931,1910970847,2
106,Sept 2021,203,5695,812519478,7515212135,8327731613,8,696,4877,3,6702692657,1
107,Sept 2021,232,964,212236683,7816773031,8029009714,1,183,890,15,7604536348,1
108,Sept 2021,164,4096,700641001,6977237102,7677878103,10,675,3755,7,6276596101,1
109,Sept 2021,115,6272,1081394244,6260500585,7341894829,5,677,5217,3,5179106341,1
110,Sept 2021,80,3694,879609654,6017395417,6897005071,2,556,3389,5,5137785763,1
111,Sept 2021,242,1773,1720700874,2907891254,4628592128,5,463,1723,26,1187190380,1
112,Sept 2021,241,3059,147049112,4305793943,4452843055,10,438,2879,4,4158744831,1
113,Sept 2021,153,889,570742191,3825305884,4396048075,2,226,868,3,3254563693,1
114,Sept 2021,110,1188,236276200,3920044579,4156320779,2,314,1149,3,3683768379,1
115,Sept 2021,175,1076,336884038,2734791329,3071675367,1,85,1039,4,2397907291,1
116,Sept 2021,29,1932,691009024,2242741970,2933750994,4,520,1829,3,1551732946,1
117,Sept 2021,209,669,357519338,2559232261,2916751599,6,76,665,3,2201712923,1
118,Sept 2021,207,1929,903555229,1641519413,2545074642,4,400,1823,23,737964184,1
119,Sept 2021,172,589,106858108,1905242278,2012100386,2,40,576,2,1798384170,1
120,Sept 2021,200,2544,96017645,1801319255,1897336900,12,73,2445,2,1705301610,1
121,Sept 2021,55,1425,229905766,1568743722,1798649488,4,287,1371,4,1338837956,1
122,Sept 2021,94,1775,1545076095,89450927,1634527022,3,58,1653,1496,1455625168,2
123,Sept 2021,14,1624,55489033,1566323582,1621812615,3,103,1496,2,1510834549,1
124,Sept 2021,174,1201,258590399,1345835916,1604426315,3,125,1159,3,1087245517,1
125,Sept 2021,208,2463,732601014,734328222,1466929236,32,58,2319,3,1727208,1
126,Sept 2021,190,1529,27999391,1372425842,1400425233,20,86,1315,151,1344426451,1
127,Sept 2021,248,671,174249655,1220231631,1394481286,2,86,648,3,1045981976,1
128,Sept 2021,176,256,244320646,1095093263,1339413909,4,110,249,5,850772617,1
129,Sept 2021,92,488,375307653,933660350,1308968003,4,82,484,3,558352697,1
130,Sept 2021,75,1134,41509344,895566725,937076069,1,76,1091,3,854057381,1
131,Sept 2021,142,37,9664105,507071811,516735916,3,6,37,2,497407706,1
132,Sept 2021,192,80,4156576,452159311,456315887,3,14,80,2,448002735,1
133,Sept 2021,22,219,16842519,381293989,398136508,1,57,208,2,364451470,1
134,Sept 2021,23,108,7505489,275590621,283096110,1,4,108,1,268085132,1
135,Sept 2021,102,18,1201390,245342121,246543511,3,9,18,2,244140731,1
136,Sept 2021,50,66,3863609,239333162,243196771,3,17,66,2,235469553,1
137,Sept 2021,151,813,130799736,98840803,229640539,1,11,802,2,31958933,2
138,Sept 2021,88,434,6967294,106875806,113843100,1,2,434,1,99908512,1
139,Sept 2021,35,93,2529793,101466752,103996545,7,16,93,2,98936959,1
140,Sept 2021,214,29,3937121,87120421,91057542,1,10,29,1,83183300,1
141,Sept 2021,111,172,38819978,43582984,82402962,1,3,4,2,4763006,1
142,Sept 2021,43,1,14774453,9207356,23981809,1,1,1,1,5567097,2
143,Sept 2021,220,6,5232050,168864,5400914,1,4,1,6,5063186,2
144,Sept 2021,183,11,179143,4410521,4589664,2,7,11,2,4231378,1
145,Sept 2021,13,13,3416037,303331,3719368,1,2,13,1,3112706,2
146,Sept 2021,19,12,32768,1927822,1960590,1,1,12,1,1895054,1
147,Sept 2021,1,3,3717,1832481,1836198,1,1,1,1,1828764,1
148,Sept 2021,222,7,14834,814071,828905,1,3,7,1,799237,1
149,Sept 2021,10,1,6932,284754,291686,1,1,1,1,277822,1
150,Sept 2021,86,2,8009,204469,212478,1,1,2,1,196460,1
151,Sept 2021,38,1,128324,34666,162990,1,1,1,1,93658,2
152,Sept 2021,199,1,1,1,1,1,1,1,1
153,Sept 2021,33,1,1,1,1,1,1,1,1
154,Sept 2021,126,1,1,1,1,1,1,1,1
155,Sept 2021,60,1,1,1,1,1,1,1,1
156,Sept 2021,72,1,1,1,1,1,1,1,1
157,Sept 2021,139,1,1,1,1,1,1,1,1
158,Sept 2021,177,1,1,1,1,1,1,1,1
159,Sept 2021,202,1,1,1,1,1,1,1,1
160,Sept 2021,144,1,1,1,1,1,1,1,1
161,Sept 2021,63,1,1,1,1,1,1,1,1
162,Sept 2021,97,1,1,1,1,1,1,1,1
163,Sept 2021,230,1,1,1,1,1,1,1,1
164,Sept 2021,26,1,1,1,1,1,1,1,1
165,Sept 2021,140,1,1,1,1,1,1,1,1
166,Sept 2021,157,1,1,1,1,1,1,1,1
167,Sept 2021,39,1,1,1,1,1,1,1,1
168,Sept 2021,0,1,1,1,1,1,1,1,1
169,Sept 2021,216,1,1,1,1,1,1,1,1
170,Sept 2021,21,1,1,1,1,1,1,1,1
171,Sept 2021,37,1,1,1,1,1,1,1,1
172,Sept 2021,108,1,1,1,1,1,1,1,1
173,Sept 2021,45,1,1,1,1,1,1,1,1
174,Sept 2021,93,1,1,1,1,1,1,1,1
175,Sept 2021,223,1,1,1,1,1,1,1,1
176,Sept 2021,12,1,1,1,1,1,1,1,1
177,Sept 2021,193,1,1,1,1,1,1,1,1
178,Sept 2021,34,1,1,1,1,1,1,1,1
179,Sept 2021,121,1,1,1,1,1,1,1,1
180,Sept 2021,59,1,1,1,1,1,1,1,1
181,Sept 2021,3,1,1,1,1,1,1,1,1
182,Sept 2021,11,1,1,1,1,1,1,1,1
183,Sept 2021,212,1,1,1,1,1,1,1,1
184,Sept 2021,245,1,1,1,1,1,1,1,1
185,Sept 2021,217,1,1,1,1,1,1,1,1
186,Sept 2021,249,1,1,1,1,1,1,1,1
187,Sept 2021,189,1,1,1,1,1,1,1,1
188,Sept 2021,114,1,1,1,1,1,1,1,1
189,Sept 2021,187,1,1,1,1,1,1,1,1
190,Sept 2021,135,1,1,1,1,1,1,1,1
191,Sept 2021,116,1,1,1,1,1,1,1,1
192,Sept 2021,66,1,1,1,1,1,1,1,1
193,Sept 2021,109,1,1,1,1,1,1,1,1
194,Sept 2021,173,1,1,1,1,1,1,1,1
195,Sept 2021,233,1,1,1,1,1,1,1,1
196,Sept 2021,113,1,1,1,1,1,1,1,1
197,Sept 2021,40,1,1,1,1,1,1,1,1
198,Sept 2021,105,1,1,1,1,1,1,1,1
199,Sept 2021,68,1,1,1,1,1,1,1,1
200,Sept 2021,42,1,1,1,1,1,1,1,1
201,Sept 2021,182,1,1,1,1,1,1,1,1
202,Sept 2021,62,1,1,1,1,1,1,1,1
203,Sept 2021,227,1,1,1,1,1,1,1,1
204,Sept 2021,243,1,1,1,1,1,1,1,1
205,Sept 2021,87,1,1,1,1,1,1,1,1
206,Sept 2021,8,1,1,1,1,1,1,1,1
207,Sept 2021,67,1,1,1,1,1,1,1,1
208,Sept 2021,27,1,1,1,1,1,1,1,1
209,Sept 2021,71,1,1,1,1,1,1,1,1
210,Sept 2021,17,1,1,1,1,1,1,1,1
211,Sept 2021,78,1,1,1,1,1,1,1,1
212,Sept 2021,18,1,1,1,1,1,1,1,1
213,Sept 2021,24,1,1,1,1,1,1,1,1
214,Sept 2021,76,1,1,1,1,1,1,1,1
215,Sept 2021,69,1,1,1,1,1,1,1,1
216,Sept 2021,106,1,1,1,1,1,1,1,1
217,Sept 2021,20,1,1,1,1,1,1,1,1
218,Sept 2021,25,1,1,1,1,1,1,1,1
219,Sept 2021,95,1,1,1,1,1,1,1,1
220,Sept 2021,31,1,1,1,1,1,1,1,1
221,Sept 2021,32,1,1,1,1,1,1,1,1
222,Sept 2021,15,1,1,1,1,1,1,1,1
223,Sept 2021,64,1,1,1,1,1,1,1,1
224,Sept 2021,158,1,1,1,1,1,1,1,1
225,Sept 2021,185,1,1,1,1,1,1,1,1
226,Sept 2021,188,1,1,1,1,1,1,1,1
227,Sept 2021,186,1,1,1,1,1,1,1,1
228,Sept 2021,41,1,1,1,1,1,1,1,1
229,Sept 2021,231,1,1,1,1,1,1,1,1
230,Sept 2021,163,1,1,1,1,1,1,1,1
231,Sept 2021,147,1,1,1,1,1,1,1,1
232,Sept 2021,30,1,1,1,1,1,1,1,1
233,Sept 2021,152,1,1,1,1,1,1,1,1
234,Sept 2021,36,1,1,1,1,1,1,1,1
235,Sept 2021,61,1,1,1,1,1,1,1,1
236,Sept 2021,205,1,1,1,1,1,1,1,1
237,Sept 2021,201,1,1,1,1,1,1,1,1
238,Sept 2021,107,1,1,1,1,1,1,1,1
239,Sept 2021,100,1,1,1,1,1,1,1,1
240,Sept 2021,253,1,1,1,1,1,1,1,1
241,Sept 2021,244,1,1,1,1,1,1,1,1
242,Sept 2021,136,1,1,1,1,1,1,1,1
243,Sept 2021,240,1,1,1,1,1,1,1,1
244,Sept 2021,252,1,1,1,1,1,1,1,1
245,Sept 2021,148,1,1,1,1,1,1,1,1
246,Sept 2021,194,1,1,1,1,1,1,1,1
247,Sept 2021,219,1,1,1,1,1,1,1,1
248,Sept 2021,237,1,1,1,1,1,1,1,1
249,Sept 2021,162,1,1,1,1,1,1,1,1
250,Sept 2021,254,1,1,1,1,1,1,1,1
251,Sept 2021,247,1,1,1,1,1,1,1,1
252,Sept 2021,211,1,1,1,1,1,1,1,1
253,Sept 2021,137,1,1,1,1,1,1,1,1
254,Sept 2021,218,1,1,1,1,1,1,1,1
255,Sept 2021,251,1,1,1,1,1,1,1,1
256,Sept 2021,238,1,1,1,1,1,1,1,1
257,Sept 2021,255,1,1,1,1,1,1,1,1
